name,,na,Toilet Availability,query,https://wiki.openstreetmap.org/w/images/f/fd/StreetComplete_quest_toilets.svg,,,,
highway,services,na,Toilet Availability,query,https://wiki.openstreetmap.org/w/images/f/fd/StreetComplete_quest_toilets.svg,,,,
highway,rest_area,na,Toilet Availability,query,https://wiki.openstreetmap.org/w/images/f/fd/StreetComplete_quest_toilets.svg,,,,
toilets,,na,Toilet Availability,query (exclusion),https://wiki.openstreetmap.org/w/images/f/fd/StreetComplete_quest_toilets.svg,,,,
highway,services,na,Toilet Availability,wording,https://wiki.openstreetmap.org/w/images/f/fd/StreetComplete_quest_toilets.svg,,,,
highway,rest_area,na,Toilet Availability,wording,https://wiki.openstreetmap.org/w/images/f/fd/StreetComplete_quest_toilets.svg,,,,
toilets,yes,na,Toilet Availability,fill,https://wiki.openstreetmap.org/w/images/f/fd/StreetComplete_quest_toilets.svg,,,,
toilets,no,na,Toilet Availability,fill,https://wiki.openstreetmap.org/w/images/f/fd/StreetComplete_quest_toilets.svg,,,,
amenity,post_box,n,Postbox Collection Times,query,https://wiki.openstreetmap.org/w/images/8/80/StreetComplete_quest_mail.svg,,,,
collection_times,,n,Postbox Collection Times,query (exclusion),https://wiki.openstreetmap.org/w/images/8/80/StreetComplete_quest_mail.svg,,,,
collection_times:signed,no,n,Postbox Collection Times,query (exclusion),https://wiki.openstreetmap.org/w/images/8/80/StreetComplete_quest_mail.svg,,,,
access,private,n,Postbox Collection Times,query (exclusion),https://wiki.openstreetmap.org/w/images/8/80/StreetComplete_quest_mail.svg,,,,
access,no,n,Postbox Collection Times,query (exclusion),https://wiki.openstreetmap.org/w/images/8/80/StreetComplete_quest_mail.svg,,,,
collection_times:signed,no,n,Postbox Collection Times,fill,https://wiki.openstreetmap.org/w/images/8/80/StreetComplete_quest_mail.svg,,,,
collection_times,,n,Postbox Collection Times,fill,https://wiki.openstreetmap.org/w/images/8/80/StreetComplete_quest_mail.svg,,,,
highway,construction,w,Construction Completed (Highway),query,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
opening_date,,w,Construction Completed (Highway),query,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
highway,,w,Construction Completed (Highway),fill,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
highway,road,w,Construction Completed (Highway),fill,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
construction,,w,Construction Completed (Highway),delete,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
source:construction,,w,Construction Completed (Highway),delete,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
opening_date,,w,Construction Completed (Highway),delete,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
source:opening_date,,w,Construction Completed (Highway),delete,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
check_date,,w,Construction Completed (Highway),delete,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
source:check_date,,w,Construction Completed (Highway),delete,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
check_date,,w,Construction Completed (Highway),fill,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
construction,motorway,w,Construction Completed (Highway),wording,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
construction,motorway_link,w,Construction Completed (Highway),wording,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
construction,trunk,w,Construction Completed (Highway),wording,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
construction,trunk_link,w,Construction Completed (Highway),wording,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
construction,primary,w,Construction Completed (Highway),wording,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
construction,primary_link,w,Construction Completed (Highway),wording,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
construction,secondary,w,Construction Completed (Highway),wording,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
construction,secondary_link,w,Construction Completed (Highway),wording,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
construction,tertiary,w,Construction Completed (Highway),wording,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
construction,tertiary_link,w,Construction Completed (Highway),wording,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
construction,unclassified,w,Construction Completed (Highway),wording,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
construction,residential,w,Construction Completed (Highway),wording,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
construction,living_street,w,Construction Completed (Highway),wording,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
construction,pedestrian,w,Construction Completed (Highway),wording,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
construction,service,w,Construction Completed (Highway),wording,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
construction,track,w,Construction Completed (Highway),wording,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
construction,road,w,Construction Completed (Highway),wording,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
construction,cycleway,w,Construction Completed (Highway),wording,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
construction,footway,w,Construction Completed (Highway),wording,https://wiki.openstreetmap.org/w/images/4/4c/StreetComplete_quest_road_construction.svg,,,,
building,construction,ar,Construction Completed (Building),query,https://wiki.openstreetmap.org/w/images/5/5c/StreetComplete_quest_building_construction.svg,,,,
opening_date,,ar,Construction Completed (Building),query,https://wiki.openstreetmap.org/w/images/5/5c/StreetComplete_quest_building_construction.svg,,,,
building,,ar,Construction Completed (Building),fill,https://wiki.openstreetmap.org/w/images/5/5c/StreetComplete_quest_building_construction.svg,,,,
building,yes,ar,Construction Completed (Building),fill,https://wiki.openstreetmap.org/w/images/5/5c/StreetComplete_quest_building_construction.svg,,,,
construction,,ar,Construction Completed (Building),delete,https://wiki.openstreetmap.org/w/images/5/5c/StreetComplete_quest_building_construction.svg,,,,
source:construction,,ar,Construction Completed (Building),delete,https://wiki.openstreetmap.org/w/images/5/5c/StreetComplete_quest_building_construction.svg,,,,
opening_date,,ar,Construction Completed (Building),delete,https://wiki.openstreetmap.org/w/images/5/5c/StreetComplete_quest_building_construction.svg,,,,
source:opening_date,,ar,Construction Completed (Building),delete,https://wiki.openstreetmap.org/w/images/5/5c/StreetComplete_quest_building_construction.svg,,,,
check_date,,ar,Construction Completed (Building),delete,https://wiki.openstreetmap.org/w/images/5/5c/StreetComplete_quest_building_construction.svg,,,,
source:check_date,,ar,Construction Completed (Building),delete,https://wiki.openstreetmap.org/w/images/5/5c/StreetComplete_quest_building_construction.svg,,,,
check_date,,ar,Construction Completed (Building),fill,https://wiki.openstreetmap.org/w/images/5/5c/StreetComplete_quest_building_construction.svg,,,,
power,pole,n,Power Poles Material,query,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_electric.svg,,,,
material,,n,Power Poles Material,query (exclusion),https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_electric.svg,,,,
material,wood,n,Power Poles Material,fill,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_electric.svg,,,,
material,steel,n,Power Poles Material,fill,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_electric.svg,,,,
material,concrete,n,Power Poles Material,fill,https://wiki.openstreetmap.org/w/images/7/73/StreetComplete_quest_electric.svg,,,,
man_made,bridge,wa,Bridge Structure,query,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bridge.svg,,,,
bridge:structure,,wa,Bridge Structure,query (exclusion),https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bridge.svg,,,,
bridge:structure,beam,wa,Bridge Structure,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bridge.svg,,,,
bridge:structure,suspension,wa,Bridge Structure,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bridge.svg,,,,
bridge:structure,arch,wa,Bridge Structure,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bridge.svg,,,,
bridge:structure,truss,wa,Bridge Structure,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bridge.svg,,,,
bridge:structure,cable-stayed,wa,Bridge Structure,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bridge.svg,,,,
bridge:structure,humpback,wa,Bridge Structure,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bridge.svg,,,,
bridge:structure,simple-suspension,wa,Bridge Structure,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bridge.svg,,,,
bridge:structure,floating,wa,Bridge Structure,fill,https://wiki.openstreetmap.org/w/images/6/69/StreetComplete_quest_bridge.svg,,,,
highway,residential,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
highway,living_street,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
highway,pedestrian,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
highway,primary,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
highway,secondary,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
highway,tertiary,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
highway,unclassified,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
highway,service,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
sidewalk,both,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
sidewalk,left,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
sidewalk,right,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
sidewalk,yes,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
sidewalk,separate,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
source:maxspeed,,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
maxspeed:type,,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
zone:maxspeed,,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
highway,footway,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
highway,cycleway,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
highway,steps,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
highway,path,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
foot,designated,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
bicycle,designated,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
lit,,w,Way Lit,query (exclusion),https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
access,private,w,Way Lit,query (exclusion),https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
access,no,w,Way Lit,query (exclusion),https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
foot,,w,Way Lit,query,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
foot,private,w,Way Lit,query (exclusion),https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
foot,no,w,Way Lit,query (exclusion),https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
name,,w,Way Lit,wording,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
lit,yes,w,Way Lit,fill,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
lit,no,w,Way Lit,fill,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
lit,24/7,w,Way Lit,fill,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
lit,automatic,w,Way Lit,fill,https://wiki.openstreetmap.org/w/images/4/49/StreetComplete_quest_streetlight.svg,,,,
amenity,car_wash,na,Car Wash Type,query,https://wiki.openstreetmap.org/w/images/3/34/StreetComplete_quest_carwash.svg,,,,
automated,,na,Car Wash Type,query (exclusion),https://wiki.openstreetmap.org/w/images/3/34/StreetComplete_quest_carwash.svg,,,,
self_service,,na,Car Wash Type,query (exclusion),https://wiki.openstreetmap.org/w/images/3/34/StreetComplete_quest_carwash.svg,,,,
automated,yes,na,Car Wash Type,fill,https://wiki.openstreetmap.org/w/images/3/34/StreetComplete_quest_carwash.svg,,,,
automated,no,na,Car Wash Type,fill,https://wiki.openstreetmap.org/w/images/3/34/StreetComplete_quest_carwash.svg,,,,
self_service,yes,na,Car Wash Type,fill,https://wiki.openstreetmap.org/w/images/3/34/StreetComplete_quest_carwash.svg,,,,
self_service,no,na,Car Wash Type,fill,https://wiki.openstreetmap.org/w/images/3/34/StreetComplete_quest_carwash.svg,,,,
amenity,place_of_worship,nar,Place of Worship Religion,query,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,,nar,Place of Worship Religion,query (exclusion),https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
name,,nar,Place of Worship Religion,query,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,christian,nar,Place of Worship Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,muslim,nar,Place of Worship Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,buddhist,nar,Place of Worship Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,hindu,nar,Place of Worship Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,jewish,nar,Place of Worship Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,chinese_folk,nar,Place of Worship Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,bahai,nar,Place of Worship Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,sikh,nar,Place of Worship Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,taoist,nar,Place of Worship Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,jain,nar,Place of Worship Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,shinto,nar,Place of Worship Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,caodaism,nar,Place of Worship Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,multifaith,nar,Place of Worship Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
historic,wayside_shrine,nar,Wayside Shrine Religion,query,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,,nar,Wayside Shrine Religion,query (exclusion),https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
access,private,nar,Wayside Shrine Religion,query (exclusion),https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
access,no,nar,Wayside Shrine Religion,query (exclusion),https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,christian,nar,Wayside Shrine Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,muslim,nar,Wayside Shrine Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,buddhist,nar,Wayside Shrine Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,hindu,nar,Wayside Shrine Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,jewish,nar,Wayside Shrine Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,chinese_folk,nar,Wayside Shrine Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,bahai,nar,Wayside Shrine Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,sikh,nar,Wayside Shrine Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,taoist,nar,Wayside Shrine Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,jain,nar,Wayside Shrine Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,shinto,nar,Wayside Shrine Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,caodaism,nar,Wayside Shrine Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
religion,multifaith,nar,Wayside Shrine Religion,fill,https://wiki.openstreetmap.org/w/images/9/9d/StreetComplete_quest_religion.svg,,,,
amenity,bus_station,nar,Wheelchair Access Public Transit,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair_orange.svg,,,,
railway,station,nar,Wheelchair Access Public Transit,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair_orange.svg,,,,
railway,subway_entrance,nar,Wheelchair Access Public Transit,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair_orange.svg,,,,
wheelchair,,nar,Wheelchair Access Public Transit,query (exclusion),https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair_orange.svg,,,,
name,,nar,Wheelchair Access Public Transit,wording,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair_orange.svg,,,,
wheelchair,yes,nar,Wheelchair Access Public Transit,fill,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair_orange.svg,,,,
wheelchair,limited,nar,Wheelchair Access Public Transit,fill,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair_orange.svg,,,,
wheelchair,no,nar,Wheelchair Access Public Transit,fill,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair_orange.svg,,,,
shop,,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
shop,no,nar,Wheelchair Access Business,query (exclusion),https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
shop,vacant,nar,Wheelchair Access Business,query (exclusion),https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,restaurant,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,cafe,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,ice_cream,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,fast_food,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,bar,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,pub,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,biergarten,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,food_court,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,cinema,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,nightclub,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,bank,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,bureau_de_change,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,money_transfer,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,post_office,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,library,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,courthouse,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,embassy,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,car_wash,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,car_rental,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,marketplace,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,fuel,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,driving_school,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,dentist,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,doctors,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,clinic,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,pharmacy,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,veterinary,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,place_of_worship,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,townhall,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,theatre,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,casino,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,internet_cafe,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,parking,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
parking,multi-storey,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
amenity,recycling,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
recycling_type,centre,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
tourism,zoo,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
tourism,aquarium,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
tourism,theme_park,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
tourism,gallery,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
tourism,museum,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
tourism,hotel,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
tourism,guest_house,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
tourism,hostel,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
tourism,motel,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
tourism,viewpoint,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
tourism,information,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
information,office,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
leisure,golf_course,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
leisure,water_park,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
leisure,miniature_golf,nar,Wheelchair Access Business,query,https://wiki.openstreetmap.org/w/images/2/29/StreetComplete_quest_wheelchair.svg,,,,
